benchmark,fork,classification,steady_state_starts,technique,last_warmup_it,last_measure_it,timewaste,interval
apache__arrow#org.apache.arrow.vector.BitVectorHelperBenchmarks.loadValidityBufferAllOne#,0,steady state,1787,Dev,499,999,-128.8003654120224,"(0.9566054139613639, 1.0008342811571234)"
apache__arrow#org.apache.arrow.vector.BitVectorHelperBenchmarks.loadValidityBufferAllOne#,1,steady state,353,Dev,499,999,14.600035168765984,"(0.988633300523312, 1.0171074484533953)"
apache__arrow#org.apache.arrow.vector.BitVectorHelperBenchmarks.loadValidityBufferAllOne#,2,steady state,547,Dev,499,999,-4.800010302031971,"(0.9306502614412875, 1.1706960975970944)"
apache__arrow#org.apache.arrow.vector.BitVectorHelperBenchmarks.loadValidityBufferAllOne#,3,steady state,12,Dev,499,999,48.700132713199515,"(0.959972977039193, 1.026992389258141)"
apache__arrow#org.apache.arrow.vector.BitVectorHelperBenchmarks.loadValidityBufferAllOne#,4,steady state,554,Dev,499,999,-5.500014968605811,"(0.9880954061164312, 1.0142030295862807)"
apache__arrow#org.apache.arrow.vector.BitVectorHelperBenchmarks.loadValidityBufferAllOne#,5,steady state,2,Dev,499,999,49.70013893674047,"(0.9305240469374703, 1.0038037840994358)"
apache__arrow#org.apache.arrow.vector.BitVectorHelperBenchmarks.loadValidityBufferAllOne#,6,steady state,442,Dev,499,999,5.700014887919771,"(0.9536387440915441, 1.0143551488573854)"
apache__arrow#org.apache.arrow.vector.BitVectorHelperBenchmarks.loadValidityBufferAllOne#,7,steady state,10,Dev,499,999,48.900144603091924,"(0.9181866467545777, 0.9928235491291636)"
apache__arrow#org.apache.arrow.vector.BitVectorHelperBenchmarks.loadValidityBufferAllOne#,8,steady state,11,Dev,499,999,48.80013938443822,"(0.9414534565145083, 0.9885148711714667)"
apache__arrow#org.apache.arrow.vector.BitVectorHelperBenchmarks.loadValidityBufferAllOne#,9,steady state,11,Dev,499,999,48.80014748513548,"(0.9195700066910987, 0.9804322842287438)"
jgrapht__jgrapht#org.jgrapht.perf.graph.GraphPerformanceTest.FastLookupDirectedGraphBenchmark.generateGraphBenchmark#,0,steady state,0,Dev,95,196,50.08470835199999,"(1.0022107800961104, 1.068732483160582)"
jgrapht__jgrapht#org.jgrapht.perf.graph.GraphPerformanceTest.FastLookupDirectedGraphBenchmark.generateGraphBenchmark#,1,steady state,0,Dev,98,203,50.53349887999999,"(0.9730085809831224, 1.0342188931473573)"
jgrapht__jgrapht#org.jgrapht.perf.graph.GraphPerformanceTest.FastLookupDirectedGraphBenchmark.generateGraphBenchmark#,2,steady state,0,Dev,99,204,51.48613017599999,"(0.9755231573280301, 1.0425891269122913)"
jgrapht__jgrapht#org.jgrapht.perf.graph.GraphPerformanceTest.FastLookupDirectedGraphBenchmark.generateGraphBenchmark#,3,steady state,0,Dev,100,202,50.88582041600001,"(1.0019358743910873, 1.0723394175774783)"
jgrapht__jgrapht#org.jgrapht.perf.graph.GraphPerformanceTest.FastLookupDirectedGraphBenchmark.generateGraphBenchmark#,4,steady state,0,Dev,98,201,50.664570880000014,"(0.9875346484730565, 1.0531165245464609)"
jgrapht__jgrapht#org.jgrapht.perf.graph.GraphPerformanceTest.FastLookupDirectedGraphBenchmark.generateGraphBenchmark#,5,steady state,0,Dev,95,200,49.64430643200001,"(0.9515789140184158, 1.0148810533766572)"
jgrapht__jgrapht#org.jgrapht.perf.graph.GraphPerformanceTest.FastLookupDirectedGraphBenchmark.generateGraphBenchmark#,6,steady state,0,Dev,100,202,51.332513792000015,"(0.9818928623234654, 1.0469297775589246)"
jgrapht__jgrapht#org.jgrapht.perf.graph.GraphPerformanceTest.FastLookupDirectedGraphBenchmark.generateGraphBenchmark#,7,steady state,0,Dev,95,197,49.99348224000001,"(0.999768828158994, 1.0663712493359934)"
jgrapht__jgrapht#org.jgrapht.perf.graph.GraphPerformanceTest.FastLookupDirectedGraphBenchmark.generateGraphBenchmark#,8,steady state,0,Dev,99,205,50.63573504000001,"(0.969807192148559, 1.034045335577073)"
jgrapht__jgrapht#org.jgrapht.perf.graph.GraphPerformanceTest.FastLookupDirectedGraphBenchmark.generateGraphBenchmark#,9,steady state,0,Dev,100,204,51.271696384000016,"(0.9792082480148668, 1.045356875044282)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateAdd_heap_1G#depth=16,0,steady state,5,Dev,9,19,0.4000002513575682,"(0.9946168821622292, 1.1908501468260286)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateAdd_heap_1G#depth=16,1,steady state,7,Dev,9,19,0.20000010180192906,"(0.9809462896412484, 1.122644146874749)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateAdd_heap_1G#depth=16,2,steady state,34,Dev,9,19,-2.5000025913051065,"(1.0233959512570836, 1.224553201883559)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateAdd_heap_1G#depth=16,3,steady state,4,Dev,9,19,0.500000341434865,"(0.9403234122521392, 3.4395256128666474)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateAdd_heap_1G#depth=16,4,steady state,34,Dev,9,19,-2.5000016489106462,"(1.0047048531575793, 1.176574392855036)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateAdd_heap_1G#depth=16,5,steady state,2,Dev,9,19,0.700000501495792,"(0.9796959790658579, 1.0795174463312518)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateAdd_heap_1G#depth=16,6,steady state,0,Dev,9,19,0.9000008911974943,"(0.9908548830897485, 1.1228310291153665)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateAdd_heap_1G#depth=16,7,steady state,0,Dev,9,19,0.9000007411889581,"(1.0092760579270694, 1.281751957758279)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateAdd_heap_1G#depth=16,8,steady state,1,Dev,9,19,0.8000005808639405,"(1.0619784609304417, 1.1124487215974865)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateAdd_heap_1G#depth=16,9,steady state,1,Dev,9,19,0.8000007086360004,"(1.029514681501414, 1.1345889485120977)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceReduce#matches=3&size=3,0,steady state,18,Dev,39,79,2.100001551493804,"(0.8749469427153826, 1.1016461285703567)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceReduce#matches=3&size=3,1,steady state,631,Dev,39,79,-59.2000521431325,"(0.9516942170880865, 1.134772787217437)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceReduce#matches=3&size=3,2,steady state,24,Dev,39,79,1.5000010437274836,"(1.0387012670785698, 1.707720893446364)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceReduce#matches=3&size=3,3,steady state,987,Dev,39,79,-94.8000810612279,"(0.972298040908293, 1.1698698337397837)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceReduce#matches=3&size=3,4,steady state,1683,Dev,39,79,-164.4001413989345,"(1.0904710848685493, 1.3269086187516668)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceReduce#matches=3&size=3,5,steady state,24,Dev,39,79,1.5000014769456151,"(1.0912102280020546, 1.3119303948616194)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceReduce#matches=3&size=3,6,steady state,1219,Dev,39,79,-118.00009873030848,"(1.0968877985060486, 1.2947369526415415)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceReduce#matches=3&size=3,7,steady state,110,Dev,39,79,-7.1000060660193896,"(1.0975687662056133, 1.2861912338040875)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceReduce#matches=3&size=3,8,steady state,133,Dev,39,79,-9.400009373769205,"(1.0532651265625999, 1.263607764229274)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceReduce#matches=3&size=3,9,steady state,0,Dev,39,79,3.9000046360923473,"(0.9183633808099717, 1.2391065304695343)"
imglib__imglib2#net.imglib2.loops.SyncedPositionablesBenchmark.benchmark6#,0,steady state,641,Dev,199,399,-47.08515839999987,"(0.25040713530476927, 0.2512123721474167)"
imglib__imglib2#net.imglib2.loops.SyncedPositionablesBenchmark.benchmark6#,1,steady state,641,Dev,199,399,-47.324725247999936,"(0.2510716215158655, 0.25198792044656165)"
imglib__imglib2#net.imglib2.loops.SyncedPositionablesBenchmark.benchmark6#,2,steady state,562,Dev,199,399,-38.74971647999999,"(0.19296807950881967, 0.1935609622251629)"
imglib__imglib2#net.imglib2.loops.SyncedPositionablesBenchmark.benchmark6#,3,steady state,642,Dev,199,399,-47.01821337600005,"(0.24910721947974973, 0.24997511927508773)"
imglib__imglib2#net.imglib2.loops.SyncedPositionablesBenchmark.benchmark6#,4,steady state,641,Dev,199,399,-47.082740121599954,"(0.2502890465153162, 0.2511899761497979)"
imglib__imglib2#net.imglib2.loops.SyncedPositionablesBenchmark.benchmark6#,5,steady state,641,Dev,199,399,-47.13835233279997,"(0.2508113916830242, 0.251668119735494)"
imglib__imglib2#net.imglib2.loops.SyncedPositionablesBenchmark.benchmark6#,6,steady state,641,Dev,199,399,-46.47988428799982,"(0.24805329432588985, 0.24874938003050473)"
imglib__imglib2#net.imglib2.loops.SyncedPositionablesBenchmark.benchmark6#,7,steady state,641,Dev,199,399,-46.64960614399973,"(0.24913375150919687, 0.250127017420241)"
imglib__imglib2#net.imglib2.loops.SyncedPositionablesBenchmark.benchmark6#,8,steady state,641,Dev,199,399,-47.20235315199998,"(0.2500979535528323, 0.25102010176901907)"
imglib__imglib2#net.imglib2.loops.SyncedPositionablesBenchmark.benchmark6#,9,steady state,641,Dev,199,399,-47.20304128000002,"(0.249955138831378, 0.2508245878598244)"
r2dbc__r2dbc-h2#io.r2dbc.h2.StatementBenchmarks.simpleJdbc#,0,steady state,282,Dev,99,139,-18.300134421823074,"(1.108222888212281, 1.2263046766886057)"
r2dbc__r2dbc-h2#io.r2dbc.h2.StatementBenchmarks.simpleJdbc#,1,steady state,333,Dev,99,139,-23.400183329417988,"(1.2798037445300223, 1.529495090783676)"
r2dbc__r2dbc-h2#io.r2dbc.h2.StatementBenchmarks.simpleJdbc#,2,steady state,853,Dev,99,139,-75.40054990549852,"(1.2347998418603774, 1.3663206366064888)"
r2dbc__r2dbc-h2#io.r2dbc.h2.StatementBenchmarks.simpleJdbc#,3,no steady state,-1,Dev,99,139,10.00010541569356,"(1.0210729885213785, 1.1635087727054891)"
r2dbc__r2dbc-h2#io.r2dbc.h2.StatementBenchmarks.simpleJdbc#,4,steady state,129,Dev,99,139,-3.00002527954606,"(1.1781860909015638, 1.2779609390159123)"
r2dbc__r2dbc-h2#io.r2dbc.h2.StatementBenchmarks.simpleJdbc#,5,steady state,152,Dev,99,139,-5.3000464431137,"(1.0301523910156474, 1.1425926272779892)"
r2dbc__r2dbc-h2#io.r2dbc.h2.StatementBenchmarks.simpleJdbc#,6,steady state,44,Dev,99,139,5.500035962376914,"(0.9707762576304553, 1.1027086292608494)"
r2dbc__r2dbc-h2#io.r2dbc.h2.StatementBenchmarks.simpleJdbc#,7,steady state,93,Dev,99,139,0.6000024339253365,"(1.035416211167961, 1.1341036310442785)"
r2dbc__r2dbc-h2#io.r2dbc.h2.StatementBenchmarks.simpleJdbc#,8,no steady state,-1,Dev,99,139,10.000116557166457,"(0.9819545430728212, 1.090933193500469)"
r2dbc__r2dbc-h2#io.r2dbc.h2.StatementBenchmarks.simpleJdbc#,9,steady state,149,Dev,99,139,-5.000035291379849,"(1.058114897811586, 1.1735732042705256)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer#stringLength=1,0,steady state,1384,Dev,49,149,-133.50006914663544,"(1.0475621955339742, 1.7272582215222074)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer#stringLength=1,1,steady state,88,Dev,49,149,-3.90000255463673,"(1.1444864376906734, 1.2604230111241779)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer#stringLength=1,2,steady state,947,Dev,49,149,-89.80004431190585,"(1.1697707186353004, 1.57690217832026)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer#stringLength=1,3,steady state,206,Dev,49,149,-15.700009304179513,"(0.9213281385431532, 1.0920251393587337)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer#stringLength=1,4,steady state,120,Dev,49,149,-7.100005051227347,"(1.092702523896336, 1.4684415025021553)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer#stringLength=1,5,steady state,0,Dev,49,149,4.900002856640542,"(0.9276071979389932, 1.508219772404182)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer#stringLength=1,6,steady state,164,Dev,49,149,-11.500007164255024,"(1.1575533652297745, 1.636220099872091)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer#stringLength=1,7,steady state,489,Dev,49,149,-44.0000220831435,"(1.0996294819827086, 1.2158375358772995)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer#stringLength=1,8,steady state,2157,Dev,49,149,-210.8001232543058,"(1.035961075954696, 1.1388380874049076)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer#stringLength=1,9,steady state,0,Dev,49,149,4.900003073305035,"(0.9200094578984308, 1.172547832752036)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithoutProperties#count=500&threadContextMapAlias=NoGcOpenHash,0,steady state,0,Dev,49,99,4.90064778422854,"(1.1120446552605177, 1.2743325407210366)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithoutProperties#count=500&threadContextMapAlias=NoGcOpenHash,1,steady state,1038,Dev,49,99,-98.91016374891828,"(1.1073639725723252, 1.2625834742128412)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithoutProperties#count=500&threadContextMapAlias=NoGcOpenHash,2,steady state,2445,Dev,49,99,-239.62526485156454,"(1.096855255396005, 1.3267030505294903)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithoutProperties#count=500&threadContextMapAlias=NoGcOpenHash,3,steady state,39,Dev,49,99,1.000094825534945,"(0.9959034681247493, 1.0860821942540366)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithoutProperties#count=500&threadContextMapAlias=NoGcOpenHash,4,steady state,1968,Dev,49,99,-191.91854331265714,"(1.1176147541537411, 1.2932203285571315)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithoutProperties#count=500&threadContextMapAlias=NoGcOpenHash,5,steady state,1299,Dev,49,99,-125.01225469524343,"(1.0806663285719762, 1.2097087445410288)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithoutProperties#count=500&threadContextMapAlias=NoGcOpenHash,6,steady state,293,Dev,49,99,-24.402184383685565,"(1.1220040857115745, 1.335691635189235)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithoutProperties#count=500&threadContextMapAlias=NoGcOpenHash,7,steady state,42,Dev,49,99,0.7000562564824415,"(1.0046085539611151, 1.0987393091829434)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithoutProperties#count=500&threadContextMapAlias=NoGcOpenHash,8,steady state,53,Dev,49,99,-0.4000178871527478,"(1.0127740098921918, 1.2731683414483213)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithoutProperties#count=500&threadContextMapAlias=NoGcOpenHash,9,steady state,321,Dev,49,99,-27.202654167385976,"(1.1005524302620253, 1.31656985874034)"
openzipkin__zipkin#zipkin2.codec.JsonCodecBenchmarks.bytebuffer_moshiDecoder#,0,steady state,477,Dev,99,149,-38.90989968822857,"(1.2238440958289107, 1.2812129423454781)"
openzipkin__zipkin#zipkin2.codec.JsonCodecBenchmarks.bytebuffer_moshiDecoder#,1,steady state,231,Dev,99,149,-13.744647415355844,"(1.150141715411353, 1.2484271355940337)"
openzipkin__zipkin#zipkin2.codec.JsonCodecBenchmarks.bytebuffer_moshiDecoder#,2,no steady state,-1,Dev,99,149,10.509040493714284,"(1.12383588234206, 1.2123099994873978)"
openzipkin__zipkin#zipkin2.codec.JsonCodecBenchmarks.bytebuffer_moshiDecoder#,3,steady state,2223,Dev,99,149,-214.78939859865335,"(1.1517957344486323, 1.2416799694072438)"
openzipkin__zipkin#zipkin2.codec.JsonCodecBenchmarks.bytebuffer_moshiDecoder#,4,steady state,174,Dev,99,149,-7.833968640000007,"(1.1481473245636595, 1.2368180376133087)"
openzipkin__zipkin#zipkin2.codec.JsonCodecBenchmarks.bytebuffer_moshiDecoder#,5,steady state,25,Dev,99,149,7.672162146461538,"(1.1964420210454938, 1.2666382037395378)"
openzipkin__zipkin#zipkin2.codec.JsonCodecBenchmarks.bytebuffer_moshiDecoder#,6,steady state,313,Dev,99,149,-22.44729241599999,"(1.1519774654824375, 1.2488435139617473)"
openzipkin__zipkin#zipkin2.codec.JsonCodecBenchmarks.bytebuffer_moshiDecoder#,7,steady state,131,Dev,99,149,-3.3193164799999977,"(1.131485728667043, 1.2175099256184412)"
openzipkin__zipkin#zipkin2.codec.JsonCodecBenchmarks.bytebuffer_moshiDecoder#,8,steady state,225,Dev,99,149,-13.1702508982857,"(1.1189969262391715, 1.2335548717076716)"
openzipkin__zipkin#zipkin2.codec.JsonCodecBenchmarks.bytebuffer_moshiDecoder#,9,steady state,278,Dev,99,149,-18.575902492444456,"(1.2015409792485536, 1.2735732261703416)"
imglib__imglib2#net.imglib2.util.FlatCollectionsBenchmark.benchmarkSumList#,0,steady state,1861,Dev,199,399,-173.93829032109258,"(0.8943195403005972, 0.9435937655250389)"
imglib__imglib2#net.imglib2.util.FlatCollectionsBenchmark.benchmarkSumList#,1,steady state,1939,Dev,199,399,-183.89065966726525,"(0.83177966969167, 0.8667772880825785)"
imglib__imglib2#net.imglib2.util.FlatCollectionsBenchmark.benchmarkSumList#,2,steady state,797,Dev,199,399,-61.27199811709707,"(0.8694891983324633, 0.9065522186953257)"
imglib__imglib2#net.imglib2.util.FlatCollectionsBenchmark.benchmarkSumList#,3,no steady state,-1,Dev,198,398,20.711715068061547,"(0.8707442261798477, 0.90014727564934)"
imglib__imglib2#net.imglib2.util.FlatCollectionsBenchmark.benchmarkSumList#,4,steady state,2436,Dev,198,398,-230.39897076781392,"(0.8882168674891301, 0.9338036695872792)"
imglib__imglib2#net.imglib2.util.FlatCollectionsBenchmark.benchmarkSumList#,5,steady state,745,Dev,198,398,-56.207684875815374,"(0.8696943626882181, 0.9100150496572456)"
imglib__imglib2#net.imglib2.util.FlatCollectionsBenchmark.benchmarkSumList#,6,steady state,727,Dev,198,398,-54.51109234215386,"(0.859211863147808, 0.8943442546817854)"
imglib__imglib2#net.imglib2.util.FlatCollectionsBenchmark.benchmarkSumList#,7,steady state,1476,Dev,198,398,-132.98924416768958,"(0.8674550197946325, 0.89491310347918)"
imglib__imglib2#net.imglib2.util.FlatCollectionsBenchmark.benchmarkSumList#,8,steady state,1303,Dev,198,398,-114.11610001197954,"(0.8756531784249336, 0.9151303615455831)"
imglib__imglib2#net.imglib2.util.FlatCollectionsBenchmark.benchmarkSumList#,9,steady state,561,Dev,198,398,-37.41873466026668,"(0.893738784455676, 0.9845044627311066)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertIntegerLinkedHashMap#NEED_TO_ENLARGE=0&SIZE=65536,0,steady state,375,Dev,593,989,22.058597111325156,"(0.9804983155325571, 1.0143569091672326)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertIntegerLinkedHashMap#NEED_TO_ENLARGE=0&SIZE=65536,1,steady state,194,Dev,593,989,40.41948439507642,"(0.982287115468356, 1.0144051283039446)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertIntegerLinkedHashMap#NEED_TO_ENLARGE=0&SIZE=65536,2,steady state,2487,Dev,596,996,-190.839773879883,"(0.9624675646520312, 1.0251666530707124)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertIntegerLinkedHashMap#NEED_TO_ENLARGE=0&SIZE=65536,3,steady state,1222,Dev,593,989,-63.624542585896066,"(1.2821323247914183, 1.41786035014814)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertIntegerLinkedHashMap#NEED_TO_ENLARGE=0&SIZE=65536,4,no steady state,-1,Dev,593,989,60.13423829224139,"(0.9500542744169056, 0.9861439955234457)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertIntegerLinkedHashMap#NEED_TO_ENLARGE=0&SIZE=65536,5,steady state,2105,Dev,593,991,-152.78477982409203,"(0.977394278452261, 1.0190568493400227)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertIntegerLinkedHashMap#NEED_TO_ENLARGE=0&SIZE=65536,6,steady state,615,Dev,595,995,-2.0181300698536617,"(0.9826396467835296, 1.0298804597560518)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertIntegerLinkedHashMap#NEED_TO_ENLARGE=0&SIZE=65536,7,steady state,2132,Dev,593,992,-155.37185640900145,"(0.9831104905377217, 1.036214780434314)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertIntegerLinkedHashMap#NEED_TO_ENLARGE=0&SIZE=65536,8,steady state,511,Dev,593,991,8.278248322245595,"(1.0067447699880623, 1.0581361997147816)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertIntegerLinkedHashMap#NEED_TO_ENLARGE=0&SIZE=65536,9,no steady state,-1,Dev,593,992,60.168581287385805,"(0.917060275055139, 0.9657968228644936)"
apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureSkipIteratorForVariableBatchSize#bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=NONE&maxBatchSize=200&messageSize=10000&messageVersion=1,0,steady state,796,Dev,499,1999,-29.70141726647025,"(0.9977631671588866, 1.0166107001089988)"
apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureSkipIteratorForVariableBatchSize#bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=NONE&maxBatchSize=200&messageSize=10000&messageVersion=1,1,no steady state,-1,Dev,499,1999,50.00286795118468,"(0.9771658337311877, 0.9957792218732613)"
apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureSkipIteratorForVariableBatchSize#bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=NONE&maxBatchSize=200&messageSize=10000&messageVersion=1,2,no steady state,-1,Dev,499,1999,50.002975145642466,"(0.9445642976419473, 0.9676174687317466)"
apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureSkipIteratorForVariableBatchSize#bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=NONE&maxBatchSize=200&messageSize=10000&messageVersion=1,3,steady state,2344,Dev,499,1999,-184.50846235051068,"(0.9848681645107717, 1.0095082400258504)"
apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureSkipIteratorForVariableBatchSize#bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=NONE&maxBatchSize=200&messageSize=10000&messageVersion=1,4,no steady state,-1,Dev,499,1999,50.0024838622687,"(0.9786660250387819, 0.9994521999014278)"
apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureSkipIteratorForVariableBatchSize#bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=NONE&maxBatchSize=200&messageSize=10000&messageVersion=1,5,steady state,1478,Dev,499,1999,-97.90453783478789,"(0.9951694475332322, 1.0171403127693208)"
apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureSkipIteratorForVariableBatchSize#bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=NONE&maxBatchSize=200&messageSize=10000&messageVersion=1,6,steady state,112,Dev,499,1999,38.70206969911234,"(0.9910187735000755, 1.0098282955140618)"
apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureSkipIteratorForVariableBatchSize#bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=NONE&maxBatchSize=200&messageSize=10000&messageVersion=1,7,steady state,1715,Dev,499,1999,-121.60608695509427,"(0.9976498681872906, 1.0170238108186438)"
apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureSkipIteratorForVariableBatchSize#bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=NONE&maxBatchSize=200&messageSize=10000&messageVersion=1,8,steady state,1471,Dev,499,1999,-97.20472085895229,"(1.029068398676836, 1.056485163680559)"
apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureSkipIteratorForVariableBatchSize#bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=NONE&maxBatchSize=200&messageSize=10000&messageVersion=1,9,steady state,104,Dev,499,1999,39.502013971438224,"(0.9857683292279261, 1.0057302892237012)"
apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureStreamingIteratorForVariableBatchSize#bufferSupplierStr=NO_CACHING&bytes=ONES&compressionType=SNAPPY&maxBatchSize=10&messageSize=1000&messageVersion=2,0,steady state,2112,Dev,499,1999,-161.30543065686405,"(0.9933065166815693, 1.0217978115020034)"
apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureStreamingIteratorForVariableBatchSize#bufferSupplierStr=NO_CACHING&bytes=ONES&compressionType=SNAPPY&maxBatchSize=10&messageSize=1000&messageVersion=2,1,steady state,215,Dev,499,1999,28.40099275840795,"(0.9828936502594652, 1.00520599432226)"
apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureStreamingIteratorForVariableBatchSize#bufferSupplierStr=NO_CACHING&bytes=ONES&compressionType=SNAPPY&maxBatchSize=10&messageSize=1000&messageVersion=2,2,no steady state,-1,Dev,499,1999,50.001900817884845,"(0.9579982603652105, 0.9806423361399582)"
apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureStreamingIteratorForVariableBatchSize#bufferSupplierStr=NO_CACHING&bytes=ONES&compressionType=SNAPPY&maxBatchSize=10&messageSize=1000&messageVersion=2,3,steady state,2252,Dev,499,1999,-175.30586539007626,"(1.022413035100503, 1.0431903334558583)"
