benchmark,fork,classification,steady_state_starts,technique,last_warmup_it,last_measure_it,timewaste,interval
r2dbc__r2dbc-h2#io.r2dbc.h2.StagedResultSizeBenchmarks.preparedJdbc#resultSize=200,6,steady state,2,Dev,99,139,9.700985878997896,"(1.0106018449204133, 1.0171661205112994)"
r2dbc__r2dbc-h2#io.r2dbc.h2.StagedResultSizeBenchmarks.preparedJdbc#resultSize=200,7,steady state,2,Dev,99,139,9.701047516171569,"(1.0132924073726777, 1.0326811853000173)"
r2dbc__r2dbc-h2#io.r2dbc.h2.StagedResultSizeBenchmarks.preparedJdbc#resultSize=200,8,steady state,2,Dev,99,139,9.700910258518892,"(1.0068788714663321, 1.015626365955737)"
r2dbc__r2dbc-h2#io.r2dbc.h2.StagedResultSizeBenchmarks.preparedJdbc#resultSize=200,9,steady state,0,Dev,99,139,9.90101611309164,"(1.0178799801157765, 1.0659764814007944)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.BMPImageReaderPerformance.testReadRenderedWithArguments#,0,steady state,0,Dev,49,99,4.900000828788911,"(1.0073581900227444, 1.0635832317795146)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.BMPImageReaderPerformance.testReadRenderedWithArguments#,1,steady state,0,Dev,49,99,4.900000700292438,"(1.0001180401186596, 1.0295821822758022)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.BMPImageReaderPerformance.testReadRenderedWithArguments#,2,steady state,0,Dev,49,99,4.900000878638988,"(0.9960158447231225, 1.016985932857235)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.BMPImageReaderPerformance.testReadRenderedWithArguments#,3,steady state,49,Dev,49,99,0.0,"(1.0070634266246417, 1.0342657270829014)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.BMPImageReaderPerformance.testReadRenderedWithArguments#,4,steady state,39,Dev,49,99,1.000000143070305,"(1.0016041169132122, 1.0273539152096605)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.BMPImageReaderPerformance.testReadRenderedWithArguments#,5,steady state,6,Dev,49,99,4.300000821082999,"(1.0087224923801028, 1.0376940494143294)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.BMPImageReaderPerformance.testReadRenderedWithArguments#,6,steady state,0,Dev,49,99,4.900000716976912,"(0.9947320997191867, 1.0268650333788407)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.BMPImageReaderPerformance.testReadRenderedWithArguments#,7,steady state,0,Dev,49,99,4.900000798398562,"(1.0007522035305443, 1.029236476908352)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.BMPImageReaderPerformance.testReadRenderedWithArguments#,8,steady state,0,Dev,49,99,4.90000092087795,"(0.9949732186251268, 1.0113636882804096)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.BMPImageReaderPerformance.testReadRenderedWithArguments#,9,steady state,39,Dev,49,99,1.000000155599868,"(1.004260246980604, 1.0303436725881836)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersEncodeBenchmark.baseline#,0,steady state,1,Dev,199,399,19.800006769354454,"(1.0469660547336008, 1.0670580018272353)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersEncodeBenchmark.baseline#,1,steady state,0,Dev,199,399,19.900006200771234,"(0.9802656996264766, 0.9886302719172816)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersEncodeBenchmark.baseline#,2,no steady state,-1,Dev,199,399,20.00000721122642,"(1.0297580763757308, 1.0430846973081198)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersEncodeBenchmark.baseline#,3,steady state,1807,Dev,199,399,-160.8000507312626,"(1.1019188498314303, 1.1154497717474832)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersEncodeBenchmark.baseline#,4,no steady state,-1,Dev,199,399,20.00000696730843,"(1.0231915557897662, 1.0822681893414974)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersEncodeBenchmark.baseline#,5,steady state,511,Dev,199,399,-31.200010380329022,"(1.0558518904821692, 1.0670969338771732)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersEncodeBenchmark.baseline#,6,no steady state,-1,Dev,199,399,20.00000663099067,"(1.0826620993367548, 1.0933320057553326)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersEncodeBenchmark.baseline#,7,steady state,2447,Dev,199,399,-224.80006467613853,"(1.058924026100423, 1.0717007753946397)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersEncodeBenchmark.baseline#,8,no steady state,-1,Dev,199,399,20.000006537143086,"(1.0517997094948888, 1.0671217945867966)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersEncodeBenchmark.baseline#,9,steady state,0,Dev,199,399,19.900007111619377,"(1.0178907233862866, 1.022295626087204)"
openzipkin__zipkin#zipkin2.codec.CodecBenchmarks.readClientSpan_THRIFT#,0,steady state,2214,Dev,99,149,-211.50462317262173,"(1.0879109342525075, 1.3905443077636872)"
openzipkin__zipkin#zipkin2.codec.CodecBenchmarks.readClientSpan_THRIFT#,1,steady state,81,Dev,99,149,1.800041298190914,"(1.122820195608497, 1.2449690098891408)"
openzipkin__zipkin#zipkin2.codec.CodecBenchmarks.readClientSpan_THRIFT#,2,steady state,170,Dev,99,149,-7.100193138333715,"(1.069265182615029, 1.4281383101983383)"
openzipkin__zipkin#zipkin2.codec.CodecBenchmarks.readClientSpan_THRIFT#,3,steady state,377,Dev,99,149,-27.80061589065773,"(1.1742323427658938, 1.335790225872763)"
openzipkin__zipkin#zipkin2.codec.CodecBenchmarks.readClientSpan_THRIFT#,4,no steady state,-1,Dev,99,149,10.000285080921266,"(1.060127769187157, 1.1789367690430808)"
openzipkin__zipkin#zipkin2.codec.CodecBenchmarks.readClientSpan_THRIFT#,5,steady state,197,Dev,99,149,-9.80022679312397,"(1.0774732928385717, 1.3192787990905266)"
openzipkin__zipkin#zipkin2.codec.CodecBenchmarks.readClientSpan_THRIFT#,6,steady state,223,Dev,99,149,-12.400274614605507,"(1.0784809887644973, 1.2213572729775597)"
openzipkin__zipkin#zipkin2.codec.CodecBenchmarks.readClientSpan_THRIFT#,7,steady state,1821,Dev,99,149,-172.20392129053732,"(1.0761782909727606, 1.2139813470947471)"
openzipkin__zipkin#zipkin2.codec.CodecBenchmarks.readClientSpan_THRIFT#,8,steady state,1664,Dev,99,149,-156.5034266098327,"(1.0036185038634513, 1.11488929229273)"
openzipkin__zipkin#zipkin2.codec.CodecBenchmarks.readClientSpan_THRIFT#,9,steady state,181,Dev,99,149,-8.200197976163519,"(1.0872114070238013, 1.201910397123506)"
apache__arrow#org.apache.arrow.algorithm.search.ParallelSearcherBenchmarks.searchBenchmark#numThreads=1,0,steady state,415,Dev,462,932,5.022892032000023,"(0.9996544021578055, 1.0003165136131091)"
apache__arrow#org.apache.arrow.algorithm.search.ParallelSearcherBenchmarks.searchBenchmark#numThreads=1,1,steady state,416,Dev,464,934,5.126488064,"(0.999782360078241, 1.0005514972095317)"
apache__arrow#org.apache.arrow.algorithm.search.ParallelSearcherBenchmarks.searchBenchmark#numThreads=1,2,steady state,495,Dev,464,957,-3.3767587840000033,"(1.0036329833979356, 1.0073513383920747)"
apache__arrow#org.apache.arrow.algorithm.search.ParallelSearcherBenchmarks.searchBenchmark#numThreads=1,3,steady state,495,Dev,464,957,-3.3678369512727144,"(1.0033711855504606, 1.007042711048098)"
apache__arrow#org.apache.arrow.algorithm.search.ParallelSearcherBenchmarks.searchBenchmark#numThreads=1,4,steady state,416,Dev,464,934,5.128437759999969,"(0.9997269855145853, 1.0003431002042265)"
apache__arrow#org.apache.arrow.algorithm.search.ParallelSearcherBenchmarks.searchBenchmark#numThreads=1,5,steady state,417,Dev,463,933,4.905009152000012,"(0.9996813025273861, 1.0002652377022925)"
apache__arrow#org.apache.arrow.algorithm.search.ParallelSearcherBenchmarks.searchBenchmark#numThreads=1,6,steady state,416,Dev,465,935,5.234278400000008,"(0.9999226782080805, 1.0006282011599823)"
apache__arrow#org.apache.arrow.algorithm.search.ParallelSearcherBenchmarks.searchBenchmark#numThreads=1,7,steady state,416,Dev,464,934,5.109743615999996,"(0.9993501904144756, 1.0005726754567372)"
apache__arrow#org.apache.arrow.algorithm.search.ParallelSearcherBenchmarks.searchBenchmark#numThreads=1,8,steady state,416,Dev,464,934,5.125881855999985,"(0.9996084392812763, 1.000222315664583)"
apache__arrow#org.apache.arrow.algorithm.search.ParallelSearcherBenchmarks.searchBenchmark#numThreads=1,9,steady state,415,Dev,464,934,5.237276672,"(0.9995145636426945, 1.0001609807902632)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageWriterPerformance.testWriteWithPlanarImage#,0,steady state,4,Dev,48,98,4.43351985992453,"(1.00666226577967, 1.4717987719273111)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageWriterPerformance.testWriteWithPlanarImage#,1,steady state,119,Dev,48,98,-7.15530720120149,"(1.0200217086779295, 1.1574006059569732)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageWriterPerformance.testWriteWithPlanarImage#,2,steady state,1148,Dev,48,98,-110.79762872964095,"(0.8290461016338657, 1.0762143207185584)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageWriterPerformance.testWriteWithPlanarImage#,3,steady state,5,Dev,48,98,4.335031114998238,"(1.010144106665597, 1.1134955112131864)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageWriterPerformance.testWriteWithPlanarImage#,4,steady state,2,Dev,48,98,4.637224615098722,"(0.8331897947748484, 1.06753257248935)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageWriterPerformance.testWriteWithPlanarImage#,5,steady state,16,Dev,48,98,3.2295011970169476,"(1.0294926930899628, 1.1088904366475498)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageWriterPerformance.testWriteWithPlanarImage#,6,steady state,136,Dev,48,98,-8.874292944174119,"(1.0278096394072505, 1.1190996645442464)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageWriterPerformance.testWriteWithPlanarImage#,7,steady state,6,Dev,48,98,4.238214224255442,"(0.8872228050200259, 1.0616686131064443)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageWriterPerformance.testWriteWithPlanarImage#,8,steady state,25,Dev,48,98,2.315705856,"(1.0030485926736015, 1.111304987590682)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageWriterPerformance.testWriteWithPlanarImage#,9,steady state,14,Dev,48,98,3.4250644091098543,"(1.0129192724255276, 1.4218496966716716)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.equals.EqualsBenchmark.arrayVsArrayEquals#firstMismatch=0.1&size=2000,0,steady state,1,Dev,499,999,49.80001537833847,"(0.9953944181808391, 1.0006425419266602)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.equals.EqualsBenchmark.arrayVsArrayEquals#firstMismatch=0.1&size=2000,1,steady state,978,Dev,499,999,-47.90001287006121,"(1.0120748464973395, 1.032443306331491)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.equals.EqualsBenchmark.arrayVsArrayEquals#firstMismatch=0.1&size=2000,2,steady state,1,Dev,499,999,49.80001460920646,"(0.9941929068828282, 0.9989062609715897)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.equals.EqualsBenchmark.arrayVsArrayEquals#firstMismatch=0.1&size=2000,3,steady state,0,Dev,499,999,49.90001493034995,"(0.9957869029992391, 1.0019276909991093)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.equals.EqualsBenchmark.arrayVsArrayEquals#firstMismatch=0.1&size=2000,4,steady state,1,Dev,499,999,49.80001424904676,"(1.0001585204280123, 1.011255502585586)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.equals.EqualsBenchmark.arrayVsArrayEquals#firstMismatch=0.1&size=2000,5,steady state,1,Dev,499,999,49.80001663408295,"(0.9891502546972185, 0.9925380754947916)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.equals.EqualsBenchmark.arrayVsArrayEquals#firstMismatch=0.1&size=2000,6,steady state,1,Dev,499,999,49.80001337384092,"(0.9884516812273805, 0.9953710660230828)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.equals.EqualsBenchmark.arrayVsArrayEquals#firstMismatch=0.1&size=2000,7,no steady state,-1,Dev,499,999,50.0000145047511,"(0.9839384079525003, 0.995010893925481)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.equals.EqualsBenchmark.arrayVsArrayEquals#firstMismatch=0.1&size=2000,8,steady state,2124,Dev,499,999,-162.5000438220184,"(0.9943727929314183, 0.9987451508345572)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.equals.EqualsBenchmark.arrayVsArrayEquals#firstMismatch=0.1&size=2000,9,steady state,1,Dev,499,999,49.800015769381496,"(0.9955342039005771, 0.998987032479919)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.vertxSmallMatch#,0,steady state,1,Dev,199,399,19.800011387033035,"(0.9753175434668576, 0.9853231142838443)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.vertxSmallMatch#,1,steady state,1,Dev,199,399,19.80001243228446,"(0.9709473224303226, 0.9842619702906621)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.vertxSmallMatch#,2,steady state,1,Dev,199,399,19.80001235239726,"(1.0164396307786638, 1.0273197933426013)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.vertxSmallMatch#,3,steady state,1,Dev,199,399,19.800012413066593,"(1.0231044212781046, 1.0268014017994136)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.vertxSmallMatch#,4,steady state,2,Dev,199,399,19.70001137545548,"(1.0243868128144131, 1.0296661243559926)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.vertxSmallMatch#,5,steady state,1,Dev,199,399,19.800011978736357,"(1.0040288565650048, 1.0153797210997955)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.vertxSmallMatch#,6,steady state,1,Dev,199,399,19.800012977647764,"(0.9802061252156793, 0.9925024100707086)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.vertxSmallMatch#,7,steady state,0,Dev,199,399,19.90001212104555,"(0.9983860908304023, 1.0040814115548438)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.vertxSmallMatch#,8,steady state,0,Dev,199,399,19.900012148127495,"(0.988359669217928, 0.9980652903102284)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.vertxSmallMatch#,9,steady state,10,Dev,199,399,18.90001188818715,"(1.0016927372101694, 1.0128780939866842)"
netty__netty#io.netty.handler.codec.mqtt.MqttConnectReturnCodeBench.getViaSwitch#,0,steady state,1,Dev,249,499,24.8000073154942,"(1.0076335893243726, 1.0211860707344544)"
netty__netty#io.netty.handler.codec.mqtt.MqttConnectReturnCodeBench.getViaSwitch#,1,steady state,1,Dev,249,499,24.80000658331027,"(1.002572385012875, 1.0213495221318027)"
netty__netty#io.netty.handler.codec.mqtt.MqttConnectReturnCodeBench.getViaSwitch#,2,steady state,1,Dev,249,499,24.800007520310107,"(0.9979100754057414, 1.009243725995831)"
netty__netty#io.netty.handler.codec.mqtt.MqttConnectReturnCodeBench.getViaSwitch#,3,steady state,1,Dev,249,499,24.800009211105717,"(0.9948733859818311, 1.007510853552155)"
netty__netty#io.netty.handler.codec.mqtt.MqttConnectReturnCodeBench.getViaSwitch#,4,steady state,2,Dev,249,499,24.700006825853105,"(0.9990738690100163, 1.0102227752463544)"
netty__netty#io.netty.handler.codec.mqtt.MqttConnectReturnCodeBench.getViaSwitch#,5,steady state,1,Dev,249,499,24.800007021231334,"(0.9991447694139375, 1.0082440930874959)"
netty__netty#io.netty.handler.codec.mqtt.MqttConnectReturnCodeBench.getViaSwitch#,6,steady state,1,Dev,249,499,24.800006842999203,"(1.0018599207244472, 1.018375078146526)"
netty__netty#io.netty.handler.codec.mqtt.MqttConnectReturnCodeBench.getViaSwitch#,7,steady state,1,Dev,249,499,24.80000793736481,"(0.9948416609301299, 1.0281040058057989)"
netty__netty#io.netty.handler.codec.mqtt.MqttConnectReturnCodeBench.getViaSwitch#,8,steady state,1,Dev,249,499,24.800008240557386,"(0.997482968219042, 1.012796551927634)"
netty__netty#io.netty.handler.codec.mqtt.MqttConnectReturnCodeBench.getViaSwitch#,9,steady state,1,Dev,249,499,24.800006245086145,"(1.0232242957738154, 1.0371236834834952)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.obsFlatMapIterableAsObs1#times=10000,0,steady state,312,Dev,498,548,18.76842682971615,"(0.9933617166740905, 1.0435642344574299)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.obsFlatMapIterableAsObs1#times=10000,1,no steady state,-1,Dev,498,548,50.37009807689095,"(0.9699013585485056, 1.012338621323934)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.obsFlatMapIterableAsObs1#times=10000,2,steady state,417,Dev,498,548,8.150434800716425,"(0.9752020024716741, 0.9855441965650934)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.obsFlatMapIterableAsObs1#times=10000,3,steady state,1689,Dev,498,548,-119.79053241287988,"(0.984262480852676, 0.991418971932005)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.obsFlatMapIterableAsObs1#times=10000,4,steady state,329,Dev,498,548,17.039071027199974,"(1.0322467246628046, 1.1512808591516845)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.obsFlatMapIterableAsObs1#times=10000,5,steady state,165,Dev,496,546,33.425877803243715,"(0.975911632304943, 0.9816250756205555)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.obsFlatMapIterableAsObs1#times=10000,6,steady state,0,Dev,497,547,50.1831546658605,"(0.9576328178962304, 0.9660483336404493)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.obsFlatMapIterableAsObs1#times=10000,7,no steady state,-1,Dev,499,549,50.444910396577214,"(0.9904487148213392, 1.0756901650209716)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.obsFlatMapIterableAsObs1#times=10000,8,no steady state,-1,Dev,496,546,50.229854776233296,"(1.0020986956107596, 1.0631314563815804)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.obsFlatMapIterableAsObs1#times=10000,9,steady state,951,Dev,498,548,-45.53133911433855,"(0.9998257188131808, 1.043351567981047)"
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated#count=100,0,steady state,0,Dev,499,549,49.90272965810698,"(0.997941062578291, 1.1246754988077052)"
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated#count=100,1,steady state,0,Dev,499,549,49.90262270020624,"(0.9905006149760707, 1.0029074524282946)"
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated#count=100,2,steady state,0,Dev,499,549,49.902766115540196,"(0.9974138827717828, 1.0036482055728724)"
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated#count=100,3,steady state,0,Dev,499,549,49.9026509688679,"(0.9975880802971472, 1.0134585617895215)"
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated#count=100,4,steady state,0,Dev,499,549,49.90264588065385,"(0.9990285353173469, 1.0055489313794914)"
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated#count=100,5,steady state,0,Dev,499,549,49.90267063270937,"(0.9977430377360547, 1.0861025679448792)"
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated#count=100,6,steady state,0,Dev,499,549,49.902659487565025,"(1.000251122840202, 1.0055489629986198)"
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated#count=100,7,steady state,0,Dev,499,549,49.90263154053184,"(0.9887155730467757, 1.0017654526097466)"
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated#count=100,8,steady state,0,Dev,499,549,49.90271981893923,"(0.9933099561502867, 1.0039679380886806)"
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated#count=100,9,steady state,0,Dev,499,549,49.90263359046099,"(1.0004539306147822, 1.0911766378155145)"
openzipkin__zipkin#zipkin2.codec.CodecBenchmarks.writeChineseSpan_JSON_V2#,0,steady state,0,Dev,99,149,9.900102882743598,"(0.9759573422956864, 1.051571802870089)"
openzipkin__zipkin#zipkin2.codec.CodecBenchmarks.writeChineseSpan_JSON_V2#,1,steady state,0,Dev,99,149,9.900106518099271,"(0.9707601952153221, 1.075084262567136)"
openzipkin__zipkin#zipkin2.codec.CodecBenchmarks.writeChineseSpan_JSON_V2#,2,steady state,0,Dev,99,149,9.900109106497366,"(1.0137806105784684, 1.1588939281744242)"
openzipkin__zipkin#zipkin2.codec.CodecBenchmarks.writeChineseSpan_JSON_V2#,3,steady state,256,Dev,99,149,-15.700125589496295,"(1.0220933256832783, 1.1617379336499787)"
openzipkin__zipkin#zipkin2.codec.CodecBenchmarks.writeChineseSpan_JSON_V2#,4,steady state,0,Dev,99,149,9.900104696171006,"(1.0245939129055508, 1.1522012666317865)"
openzipkin__zipkin#zipkin2.codec.CodecBenchmarks.writeChineseSpan_JSON_V2#,5,steady state,28,Dev,99,149,7.100087265967476,"(0.9732784833857017, 1.0144075089113853)"
openzipkin__zipkin#zipkin2.codec.CodecBenchmarks.writeChineseSpan_JSON_V2#,6,steady state,344,Dev,99,149,-24.500237982614717,"(0.9989550830611976, 1.1293177840364281)"
openzipkin__zipkin#zipkin2.codec.CodecBenchmarks.writeChineseSpan_JSON_V2#,7,steady state,0,Dev,99,149,9.900104091399866,"(0.9978578054950502, 1.12361328268326)"
openzipkin__zipkin#zipkin2.codec.CodecBenchmarks.writeChineseSpan_JSON_V2#,8,steady state,458,Dev,99,149,-35.900332943065656,"(1.0280302827265906, 1.7539648283424791)"
openzipkin__zipkin#zipkin2.codec.CodecBenchmarks.writeChineseSpan_JSON_V2#,9,steady state,167,Dev,99,149,-6.8000785298754405,"(1.0174359403811644, 1.7189698805895774)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusGaugeChildSetBenchmark#,0,steady state,0,Dev,199,399,19.900004606378186,"(1.0016625061469064, 1.0146154788881334)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusGaugeChildSetBenchmark#,1,steady state,44,Dev,199,399,15.50000329019884,"(0.9984286170934905, 1.0053656707087322)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusGaugeChildSetBenchmark#,2,steady state,0,Dev,199,399,19.90000504337435,"(0.9937151835487913, 1.001563184778165)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusGaugeChildSetBenchmark#,3,steady state,0,Dev,199,399,19.900004235901108,"(0.9997037624340833, 1.0074486804297944)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusGaugeChildSetBenchmark#,4,steady state,1,Dev,199,399,19.80000443132387,"(1.0156482816321946, 1.0348071077881509)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusGaugeChildSetBenchmark#,5,steady state,1,Dev,199,399,19.800003967653083,"(0.9909078304540251, 1.0037107040441902)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusGaugeChildSetBenchmark#,6,steady state,1,Dev,199,399,19.800004387155237,"(0.9843542243012201, 1.0017990272039021)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusGaugeChildSetBenchmark#,7,steady state,1,Dev,199,399,19.800004106426005,"(0.9963814103350168, 1.0077014985110995)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusGaugeChildSetBenchmark#,8,steady state,1,Dev,199,399,19.80000451138094,"(0.9956212512486532, 1.0026849518403822)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusGaugeChildSetBenchmark#,9,steady state,1,Dev,199,399,19.80000468461043,"(0.9829037135173483, 1.0018364546953757)"
jgrapht__jgrapht#org.jgrapht.perf.flow.MaximumFlowAlgorithmPerformanceTest.EdmondsKarpMaximumFlowRandomGraphBenchmark.run#,0,steady state,0,Dev,19,39,52.105838592000005,"(0.9190590434145577, 0.9852966448592045)"
jgrapht__jgrapht#org.jgrapht.perf.flow.MaximumFlowAlgorithmPerformanceTest.EdmondsKarpMaximumFlowRandomGraphBenchmark.run#,1,steady state,1347,Dev,19,39,-3904.5992284160034,"(0.9304599329484623, 0.9870512448789606)"
jgrapht__jgrapht#org.jgrapht.perf.flow.MaximumFlowAlgorithmPerformanceTest.EdmondsKarpMaximumFlowRandomGraphBenchmark.run#,2,steady state,624,Dev,19,39,-1678.3549399039991,"(0.9403577040990764, 1.0168922098188227)"
jgrapht__jgrapht#org.jgrapht.perf.flow.MaximumFlowAlgorithmPerformanceTest.EdmondsKarpMaximumFlowRandomGraphBenchmark.run#,3,no steady state,-1,Dev,19,39,55.901683712,"(0.9591058495962975, 1.041235240692271)"
jgrapht__jgrapht#org.jgrapht.perf.flow.MaximumFlowAlgorithmPerformanceTest.EdmondsKarpMaximumFlowRandomGraphBenchmark.run#,4,steady state,2311,Dev,19,37,-6920.194752512007,"(1.0463386245623192, 1.1433042133292333)"
jgrapht__jgrapht#org.jgrapht.perf.flow.MaximumFlowAlgorithmPerformanceTest.EdmondsKarpMaximumFlowRandomGraphBenchmark.run#,5,steady state,2448,Dev,19,39,-7385.2004597760115,"(0.9199187149694665, 0.9733342836221769)"
jgrapht__jgrapht#org.jgrapht.perf.flow.MaximumFlowAlgorithmPerformanceTest.EdmondsKarpMaximumFlowRandomGraphBenchmark.run#,6,steady state,374,Dev,19,39,-959.178604544,"(0.9178263867710658, 0.9594104893330387)"
jgrapht__jgrapht#org.jgrapht.perf.flow.MaximumFlowAlgorithmPerformanceTest.EdmondsKarpMaximumFlowRandomGraphBenchmark.run#,7,steady state,1454,Dev,19,38,-4364.44174745599,"(0.9790655114677747, 1.0755951037952922)"
jgrapht__jgrapht#org.jgrapht.perf.flow.MaximumFlowAlgorithmPerformanceTest.EdmondsKarpMaximumFlowRandomGraphBenchmark.run#,8,no steady state,-1,Dev,19,39,56.623104000000005,"(0.9601567866323873, 1.0371271411281144)"
jgrapht__jgrapht#org.jgrapht.perf.flow.MaximumFlowAlgorithmPerformanceTest.EdmondsKarpMaximumFlowRandomGraphBenchmark.run#,9,no steady state,-1,Dev,19,39,55.163486208,"(0.9464610146858374, 1.0228021986891949)"
